trajectory,input graphs
0,P100-0:P1005-0:P1012-1:P1019-0:P1022-0:P1036-0:P1037-1:P1051-0:P106-0:P1078-1:P1118-1:P1166-1:P1207-1:P1238-0:P1286-0:P1296-1:P169-1:P22-0:P258-1:P281-0:P282-0:P327-1:P41-0:P473-0:P503-0:P521-0:P533-0:P570-1:P581-1:P62-0:P634-0:P656-0:P670-0:P68-0:P681-0:P682-0:P714-0:P723-0:P725-0:P731-0:P743-0
