File Index,Support,Supporting Graphs,Edges
1,37,P1033-0 P1163-0 P120-0 P120-1 P1238-0 P1238-1 P1255-0 P1255-1 P13-0 P13-1 P132-0 P132-1 P199-0 P199-1 P22-0 P22-1 P25-0 P253-0 P253-1 P380-0 P383-0 P387-0 P40-0 P40-1 P426-0 P490-0 P492-0 P492-1 P546-0 P546-1 P816-0 P889-0 P889-1 P892-0 P892-1 P969-0 P997-0,0->-TP53 TP53->-MAP3K1
