trajectory,input graphs
0,P1035-0:P1213-0:P136-0:P146-0:P215-1:P25-0:P259-0:P297-0:P298-0:P341-0:P367-0:P407-0:P490-0:P52-0:P526-0:P596-1:P601-0:P677-0:P747-0:P782-0:P85-0:P87-1:P936-1:P969-0:P998-0
