rank,pvalue,fdr_theta
1,4.937239e-06,0.000000
2,5.274430e-06,0.000000
3,6.426710e-06,0.000000
4,1.091260e-04,0.049000
5,2.061855e-04,0.044100
6,2.441406e-04,0.040833
7,3.052904e-04,0.041000
8,3.332223e-04,0.039125
9,3.335309e-04,0.034944
10,3.338921e-04,0.032600
11,3.360807e-04,0.032864
12,3.368418e-04,0.030417
13,3.370675e-04,0.028077
14,3.421877e-04,0.027500
15,3.440510e-04,0.026467
16,3.486680e-04,0.027250
17,3.621421e-04,0.032824
18,3.669888e-04,0.034556
19,3.698767e-04,0.034947
20,3.899471e-04,0.055050
21,3.900937e-04,0.052429
22,3.962013e-04,0.055591
23,3.992003e-04,0.056152
24,4.041632e-04,0.057938
25,4.054204e-04,0.057060
26,4.338714e-04,0.064481
27,4.549695e-04,0.064944
28,4.682935e-04,0.063982
29,4.762650e-04,0.063379
30,4.855687e-04,0.064117
31,4.977621e-04,0.063226
32,5.008290e-04,0.062297
33,5.209638e-04,0.061727
34,5.522691e-04,0.062279
35,5.628665e-04,0.061757
36,5.639676e-04,0.060125
37,5.643365e-04,0.058527
38,5.688474e-04,0.057618
39,5.736845e-04,0.056692
40,5.890100e-04,0.057863
41,5.928449e-04,0.056573
42,5.945657e-04,0.055393
43,5.977741e-04,0.054488
44,6.520246e-04,0.057477
45,7.275132e-04,0.062589
46,7.438724e-04,0.061989
47,7.440476e-04,0.063330
48,8.346142e-04,0.068469
49,9.093915e-04,0.078816
50,9.163612e-04,0.077650
51,9.424603e-04,0.081314
52,9.455568e-04,0.080760
53,9.950969e-04,0.084264
54,1.134586e-03,0.106157
55,1.169731e-03,0.109418
56,1.179884e-03,0.110616
57,1.188915e-03,0.110009
58,1.224181e-03,0.121966
59,1.230573e-03,0.120381
60,1.251385e-03,0.126597
61,1.251385e-03,0.126597
62,1.251385e-03,0.126597
63,1.267911e-03,0.125516
64,1.278485e-03,0.124758
65,1.311157e-03,0.124354
66,1.332889e-03,0.141121
67,1.337352e-03,0.139157
68,1.419216e-03,0.142816
69,1.587471e-03,0.207257
70,1.587471e-03,0.207257
71,1.587471e-03,0.207257
72,1.587471e-03,0.207257
73,1.590253e-03,0.204486
74,1.597801e-03,0.202007
75,1.618269e-03,0.202353
76,1.623441e-03,0.200388
77,1.636905e-03,0.204974
78,1.636905e-03,0.204974
79,1.664402e-03,0.206639
80,1.669839e-03,0.204381
81,1.672655e-03,0.201877
82,1.698370e-03,0.237341
83,1.701389e-03,0.243288
84,1.701389e-03,0.243288
85,1.701389e-03,0.243288
86,1.707764e-03,0.240610
87,1.717149e-03,0.238057
88,1.736111e-03,0.266904
89,1.736111e-03,0.266904
90,1.736111e-03,0.266904
91,1.736111e-03,0.266904
92,1.736111e-03,0.266904
93,1.736111e-03,0.266904
94,1.736111e-03,0.266904
95,1.804293e-03,0.265463
96,1.943797e-03,0.266167
97,1.950065e-03,0.263474
98,2.132123e-03,0.265020
99,2.137453e-03,0.262384
100,2.142679e-03,0.259815
101,2.200933e-03,0.258569
102,2.244103e-03,0.257059
103,2.287023e-03,0.255544
104,2.310882e-03,0.253615
105,2.347252e-03,0.252048
106,2.495235e-03,0.252670
107,2.499704e-03,0.250603
108,2.537441e-03,0.248866
109,2.584050e-03,0.247661
110,2.608831e-03,0.245736
111,2.624458e-03,0.244104
112,2.687625e-03,0.243808
113,2.696663e-03,0.241770
114,2.742790e-03,0.240539
115,2.771857e-03,0.239026
116,2.867154e-03,0.240853
117,2.999000e-03,0.244132
118,3.007452e-03,0.242157
119,3.009579e-03,0.240185
120,3.054537e-03,0.239329
121,3.158480e-03,0.239273
122,3.211818e-03,0.238811
123,3.285399e-03,0.238598
124,3.318294e-03,0.237234
125,3.479112e-03,0.239776
126,3.508230e-03,0.238333
127,3.536381e-03,0.237028
128,3.646625e-03,0.237715
129,3.855858e-03,0.241008
130,3.979328e-03,0.241323
131,4.014504e-03,0.240702
132,4.133598e-03,0.242186
133,4.208883e-03,0.241880
134,4.294177e-03,0.242534
135,4.304049e-03,0.240837
136,4.328377e-03,0.239467
137,4.530236e-03,0.249011
138,4.609575e-03,0.252663
139,4.629630e-03,0.255255
140,4.629630e-03,0.255255
141,4.629630e-03,0.255255
142,4.942797e-03,0.261514
143,4.991319e-03,0.263234
144,4.998334e-03,0.261917
145,5.063657e-03,0.263340
146,5.063657e-03,0.263340
147,5.063657e-03,0.263340
148,5.106091e-03,0.262128
149,5.131720e-03,0.261181
150,5.164945e-03,0.260487
151,5.173276e-03,0.258884
152,5.224279e-03,0.258319
153,5.271614e-03,0.257320
154,5.276019e-03,0.256295
155,5.282738e-03,0.254781
156,5.486968e-03,0.257638
157,5.500000e-03,0.256955
158,5.505950e-03,0.255396
159,5.537142e-03,0.254079
160,5.606827e-03,0.255356
161,5.612114e-03,0.254307
162,5.693935e-03,0.254096
163,5.710720e-03,0.252678
164,5.743739e-03,0.252125
165,5.831390e-03,0.252270
166,5.881373e-03,0.251253
167,5.955071e-03,0.251470
168,6.033167e-03,0.252086
169,6.050488e-03,0.250749
170,6.105587e-03,0.250106
171,6.267752e-03,0.250971
172,6.345300e-03,0.250669
173,6.480741e-03,0.250928
174,6.740462e-03,0.253256
175,6.806148e-03,0.252674
176,6.831344e-03,0.251545
177,6.931023e-03,0.252045
178,6.944444e-03,0.253719
179,7.257195e-03,0.256436
180,7.605820e-03,0.260081
181,7.664112e-03,0.259732
182,7.715021e-03,0.258929
183,7.731312e-03,0.258066
184,7.810176e-03,0.257663
185,7.935626e-03,0.258335
186,7.936508e-03,0.257874
187,7.964012e-03,0.257225
188,8.005673e-03,0.256532
189,8.018476e-03,0.255262
190,8.275019e-03,0.259658
191,8.327048e-03,0.258814
192,8.701544e-03,0.266099
193,8.719316e-03,0.264175
194,8.719316e-03,0.264175
195,8.893195e-03,0.265677
196,9.020714e-03,0.267469
197,9.045596e-03,0.266292
198,9.152577e-03,0.266851
199,9.222671e-03,0.267236
200,9.424603e-03,0.271267
201,9.447929e-03,0.271294
202,9.532315e-03,0.271356
203,9.612281e-03,0.271517
204,9.635677e-03,0.270429
205,9.652613e-03,0.269237
206,9.663446e-03,0.268427
207,9.722222e-03,0.269012
208,9.722222e-03,0.269012
209,9.920635e-03,0.271438
210,1.014109e-02,0.273371
211,1.015684e-02,0.272351
212,1.018522e-02,0.271495
213,1.039595e-02,0.273495
214,1.052030e-02,0.275093
215,1.090591e-02,0.278270
216,1.091719e-02,0.277361
217,1.111111e-02,0.282869
218,1.111111e-02,0.282869
219,1.123028e-02,0.282897
220,1.135377e-02,0.282970
221,1.163166e-02,0.287088
222,1.177385e-02,0.287867
223,1.178913e-02,0.286998
224,1.190476e-02,0.288196
225,1.190476e-02,0.288196
226,1.205848e-02,0.289235
227,1.220096e-02,0.289478
228,1.221001e-02,0.288570
229,1.227679e-02,0.288120
230,1.230188e-02,0.287043
231,1.232382e-02,0.285900
232,1.275664e-02,0.291259
233,1.277352e-02,0.290652
234,1.278278e-02,0.289464
235,1.287071e-02,0.289140
236,1.289683e-02,0.289091
237,1.293778e-02,0.288051
238,1.316994e-02,0.288943
239,1.334304e-02,0.289293
240,1.335111e-02,0.288125
241,1.340471e-02,0.287344
242,1.347065e-02,0.286750
243,1.365262e-02,0.287619
244,1.388889e-02,0.293603
245,1.388889e-02,0.293603
246,1.388889e-02,0.293603
247,1.388889e-02,0.293603
248,1.388889e-02,0.293603
249,1.390277e-02,0.292540
250,1.390989e-02,0.291388
251,1.392167e-02,0.290293
252,1.403756e-02,0.290966
253,1.405781e-02,0.290071
254,1.432856e-02,0.292022
255,1.449517e-02,0.293714
256,1.467083e-02,0.294615
257,1.468321e-02,0.293588
258,1.479282e-02,0.294078
259,1.481750e-02,0.293048
260,1.502220e-02,0.295635
261,1.523920e-02,0.299061
262,1.527269e-02,0.298403
263,1.527778e-02,0.302049
264,1.532822e-02,0.303093
265,1.546463e-02,0.304215
266,1.562500e-02,0.306927
267,1.566145e-02,0.306524
268,1.575782e-02,0.307323
269,1.581101e-02,0.307134
270,1.582725e-02,0.306302
271,1.587302e-02,0.309502
272,1.587302e-02,0.309502
273,1.587302e-02,0.309502
274,1.587302e-02,0.309502
275,1.587937e-02,0.308611
276,1.597507e-02,0.308980
277,1.597642e-02,0.307875
278,1.607790e-02,0.308672
279,1.607790e-02,0.308672
280,1.619204e-02,0.309425
281,1.620370e-02,0.310569
282,1.627235e-02,0.310816
283,1.627791e-02,0.309747
284,1.632007e-02,0.309000
285,1.633289e-02,0.308326
286,1.636741e-02,0.307386
287,1.646257e-02,0.307826
288,1.661946e-02,0.309229
289,1.662965e-02,0.308220
290,1.671665e-02,0.308348
291,1.672483e-02,0.307344
292,1.679675e-02,0.307115
293,1.687691e-02,0.306980
294,1.697531e-02,0.307464
295,1.705041e-02,0.308547
296,1.727053e-02,0.310255
297,1.730157e-02,0.309480
298,1.736111e-02,0.311112
299,1.736111e-02,0.311112
300,1.742931e-02,0.311988
301,1.743827e-02,0.311316
302,1.746032e-02,0.314026
303,1.746032e-02,0.314026
304,1.749631e-02,0.313569
305,1.751797e-02,0.312608
306,1.758230e-02,0.312033
307,1.763972e-02,0.311308
308,1.777185e-02,0.311972
309,1.782407e-02,0.311684
310,1.783066e-02,0.310771
311,1.785714e-02,0.311615
312,1.785714e-02,0.311615
313,1.791802e-02,0.311308
314,1.819292e-02,0.317256
315,1.819292e-02,0.317256
316,1.820921e-02,0.316309
317,1.837417e-02,0.316334
318,1.878703e-02,0.320316
319,1.895202e-02,0.321259
320,1.928574e-02,0.321908
321,1.944444e-02,0.322609
322,1.948864e-02,0.321801
323,1.958569e-02,0.321334
324,1.965580e-02,0.320963
325,1.969344e-02,0.321002
326,1.995168e-02,0.321183
327,2.002216e-02,0.320893
328,2.036239e-02,0.321613
329,2.045757e-02,0.321339
330,2.069927e-02,0.322721
331,2.083333e-02,0.322217
332,2.083333e-02,0.322217
333,2.107631e-02,0.323574
334,2.121829e-02,0.324669
335,2.121829e-02,0.324669
336,2.138176e-02,0.325308
337,2.141210e-02,0.324444
338,2.147201e-02,0.323899
339,2.158816e-02,0.324459
340,2.165177e-02,0.328624
341,2.182540e-02,0.332072
342,2.184236e-02,0.342683
343,2.184236e-02,0.342683
344,2.184236e-02,0.342683
345,2.192447e-02,0.344085
346,2.192447e-02,0.344085
347,2.198068e-02,0.343386
348,2.198068e-02,0.343386
349,2.201968e-02,0.342801
350,2.203191e-02,0.341930
351,2.222222e-02,0.344315
352,2.238143e-02,0.345047
353,2.261900e-02,0.346705
354,2.273922e-02,0.346645
