trajectory,input graphs
0,P100-0:P1005-0:P1019-0:P1033-0:P1051-0:P106-0:P1078-1:P1137-0:P1151-0:P1157-0:P1169-0:P1207-1:P1238-1:P1244-0:P1286-1:P136-0:P166-0:P238-0:P25-0:P258-1:P262-0:P267-0:P281-1:P292-0:P293-0:P314-0:P327-1:P388-0:P425-0:P426-0:P438-0:P506-0:P525-0:P533-1:P536-0:P542-0:P544-0:P566-0:P62-1:P621-0:P634-0:P670-0:P682-0:P714-0:P723-1
