File Index,Support,Supporting Graphs,Edges
1,26,P1045-0 P1058-0 P1204-0 P1277-0 P153-0 P153-1 P154-0 P154-1 P266-0 P276-0 P281-0 P281-1 P290-0 P307-0 P317-0 P363-0 P442-0 P549-0 P639-0 P665-0 P665-1 P776-0 P781-0 P781-1 P915-0 P994-0,0->-CBFB CBFB->-GATA3
