trajectory,input graphs
0,P1064-0:P1093-0:P114-0:P1170-0:P1193-0:P1243-0:P1259-0:P1298-0:P148-0:P158-0:P190-0:P260-0:P296-0:P298-0:P304-0:P312-0:P360-0:P380-0:P389-0:P401-0:P493-0:P509-0:P57-0:P572-0:P585-0:P606-0:P637-0:P642-0:P664-0:P705-0:P744-0:P76-0:P770-0:P80-0:P800-0:P853-0:P90-0
