File Index,Support,Supporting Graphs,Edges
1,40,P1004-0 P1106-0 P1129-0 P114-0 P1142-0 P1183-0 P1183-1 P1278-0 P1278-1 P140-0 P140-1 P187-0 P243-0 P250-0 P250-1 P277-0 P285-0 P285-1 P385-0 P385-1 P423-0 P473-0 P473-1 P539-0 P549-0 P58-0 P58-1 P584-0 P584-1 P68-0 P68-1 P727-0 P742-0 P742-1 P786-0 P819-0 P819-1 P844-0 P919-0 P919-1,PIK3CA->-ESR1 0->-PIK3CA
