trajectory,input graphs
0,P1080-0:P1082-0:P1112-0:P1133-0:P12-0:P1224-0:P1237-0:P1250-0:P1285-0:P1308-0:P151-0:P227-0:P254-0:P300-0:P339-0:P347-0:P352-0:P419-0:P426-0:P455-0:P530-0:P561-0:P565-0:P620-0:P659-0:P711-0:P712-0:P882-0:P937-0
