rank,pvalue,fdr_exp
1,2.552632e-06,0.000000
2,3.535561e-04,0.007000
3,1.275170e-03,0.024167
4,1.445578e-03,0.021125
5,2.691768e-03,0.036200
6,6.410256e-03,0.074250
7,8.290404e-03,0.080357
8,9.080427e-03,0.076250
9,9.254808e-03,0.069000
10,1.182105e-02,0.085650
11,1.429492e-02,0.090818
12,1.527179e-02,0.086000
13,1.819066e-02,0.096885
14,2.482643e-02,0.103857
15,3.256579e-02,0.122233
16,3.285812e-02,0.116125
17,3.407959e-02,0.117882
18,3.655259e-02,0.127000
19,4.115226e-02,0.130974
20,4.213992e-02,0.126400
21,6.761938e-02,0.199095
22,6.902761e-02,0.201341
23,7.019943e-02,0.199217
24,8.064615e-02,0.210396
25,8.171578e-02,0.204680
26,8.296296e-02,0.199904
27,9.981593e-02,0.239556
28,1.055417e-01,0.239214
29,1.156463e-01,0.241397
30,1.225000e-01,0.249700
31,1.277985e-01,0.251306
32,1.467645e-01,0.268859
33,1.506524e-01,0.268773
34,1.637914e-01,0.272015
35,1.681910e-01,0.268286
36,1.830636e-01,0.268125
37,2.116402e-01,0.315270
38,2.231209e-01,0.329461
39,2.261857e-01,0.325962
40,2.442219e-01,0.337325
41,2.468049e-01,0.338427
42,2.558900e-01,0.347548
43,2.559005e-01,0.344267
44,2.777778e-01,0.350807
45,2.836364e-01,0.349333
46,2.839506e-01,0.352652
47,2.930585e-01,0.353745
48,3.394550e-01,0.385969
49,3.586940e-01,0.391133
50,3.588519e-01,0.387650
51,3.697980e-01,0.393422
52,3.778088e-01,0.406087
53,3.958497e-01,0.411113
54,3.962181e-01,0.408241
55,4.516541e-01,0.432909
56,4.838768e-01,0.430286
57,5.019344e-01,0.427351
58,5.040725e-01,0.426121
59,5.360195e-01,0.456017
60,5.548196e-01,0.475967
61,7.686141e-01,0.580139
62,7.765926e-01,0.578379
63,8.623016e-01,0.644556
64,9.208502e-01,0.671234
