rank,pvalue,fdr_theta
1,2.843894e-06,0.000000
2,3.535561e-04,0.006500
3,1.275170e-03,0.021333
4,1.590136e-03,0.021625
5,2.777583e-03,0.035700
6,6.410256e-03,0.064500
7,8.290404e-03,0.076786
8,9.080427e-03,0.074750
9,9.254808e-03,0.067667
10,1.182105e-02,0.082600
11,1.429492e-02,0.085727
12,1.527179e-02,0.085000
13,1.819066e-02,0.095077
14,2.442434e-02,0.100107
15,3.256579e-02,0.118233
16,3.285812e-02,0.112344
17,3.407959e-02,0.114088
18,3.822369e-02,0.125861
19,4.115226e-02,0.128711
20,4.213992e-02,0.125075
21,6.761938e-02,0.196976
22,6.902761e-02,0.199318
23,7.019943e-02,0.197457
24,8.064615e-02,0.208708
25,8.171578e-02,0.203060
26,8.296296e-02,0.198346
27,1.018540e-01,0.239037
28,1.055417e-01,0.237196
29,1.156463e-01,0.239241
30,1.225000e-01,0.241750
31,1.277985e-01,0.248984
32,1.467645e-01,0.266250
33,1.506524e-01,0.266242
34,1.681910e-01,0.268441
35,1.719931e-01,0.266257
36,1.830636e-01,0.266111
37,2.116402e-01,0.313554
38,2.231209e-01,0.327947
39,2.261857e-01,0.324487
40,2.442219e-01,0.335337
41,2.468049e-01,0.336463
42,2.558900e-01,0.345631
43,2.559005e-01,0.342395
44,2.777778e-01,0.348977
45,2.836364e-01,0.347544
46,2.839506e-01,0.350902
47,2.930585e-01,0.352032
48,3.394550e-01,0.384615
49,3.588519e-01,0.394122
50,3.599431e-01,0.392430
51,3.697980e-01,0.392039
52,3.778088e-01,0.405144
53,3.958497e-01,0.409849
54,3.962181e-01,0.407000
55,4.516541e-01,0.431164
56,4.838768e-01,0.428571
57,5.019344e-01,0.425667
58,5.040725e-01,0.424466
59,5.360195e-01,0.454390
60,5.548196e-01,0.474367
61,7.686141e-01,0.578893
62,7.765926e-01,0.577153
63,8.623016e-01,0.643810
64,9.208502e-01,0.671039
