File Index,Support,Supporting Graphs,Edges
1,34,P1064-0 P1074-0 P1203-0 P1237-0 P127-0 P1278-0 P1279-0 P1288-0 P168-0 P197-0 P25-0 P296-0 P308-0 P352-0 P376-0 P379-0 P386-0 P463-0 P503-0 P533-0 P572-0 P608-0 P682-0 P709-0 P773-0 P853-0 P854-0 P862-0 P870-0 P902-0 P934-0 P950-0 P960-0 P971-0,0->-PIK3CA PIK3CA->-KMT2C
