resample,min_pval_exp,min_pval_theta
0,6.944444e-05,1.000000e+00
1,3.406154e-04,1.000000e+00
2,1.181028e-04,1.000000e+00
3,8.956129e-05,1.000000e+00
4,7.233796e-05,1.000000e+00
5,2.768736e-04,1.000000e+00
6,3.461069e-04,1.000000e+00
7,3.306878e-04,1.000000e+00
8,6.944444e-05,1.000000e+00
9,3.647292e-05,1.000000e+00
10,3.817616e-04,1.000000e+00
11,9.247418e-04,1.000000e+00
12,3.797380e-04,1.000000e+00
13,3.797380e-04,1.000000e+00
14,1.154783e-04,1.000000e+00
15,3.183763e-04,1.000000e+00
16,2.022679e-04,1.000000e+00
17,5.048460e-05,1.000000e+00
18,2.143347e-05,1.000000e+00
19,3.797380e-04,1.000000e+00
20,3.695582e-05,1.000000e+00
21,1.336844e-04,1.000000e+00
22,2.204586e-04,1.000000e+00
23,6.944444e-05,1.000000e+00
24,2.747977e-04,1.000000e+00
25,3.797380e-04,1.000000e+00
26,2.866699e-05,1.000000e+00
27,3.580729e-04,1.000000e+00
28,7.554977e-04,1.000000e+00
29,2.492073e-04,1.000000e+00
30,3.052503e-04,1.000000e+00
31,5.787037e-04,1.000000e+00
32,3.731212e-04,1.000000e+00
33,7.716049e-04,1.000000e+00
34,3.797380e-04,1.000000e+00
35,7.348618e-05,1.000000e+00
36,3.797380e-04,1.000000e+00
37,3.234805e-04,1.000000e+00
38,5.795749e-05,1.000000e+00
39,3.609908e-04,1.000000e+00
40,2.337073e-04,1.000000e+00
41,6.944444e-05,1.000000e+00
42,3.797380e-04,1.000000e+00
43,1.458917e-05,1.000000e+00
44,2.337073e-04,1.000000e+00
45,3.039656e-04,1.000000e+00
46,6.944444e-05,1.000000e+00
47,6.944444e-05,1.000000e+00
48,1.317307e-04,1.000000e+00
49,2.747977e-04,1.000000e+00
50,3.388695e-04,1.000000e+00
51,8.585165e-04,1.000000e+00
52,3.797380e-04,1.000000e+00
53,8.775946e-06,1.000000e+00
54,3.351212e-04,1.000000e+00
55,5.787037e-04,1.000000e+00
56,4.054204e-04,1.000000e+00
57,3.695582e-05,1.000000e+00
58,3.797380e-04,1.000000e+00
59,3.893098e-04,1.000000e+00
60,3.797380e-04,1.000000e+00
61,1.303465e-04,1.000000e+00
62,2.104377e-04,1.000000e+00
