File Index,Support,Supporting Graphs,Edges
1,85,P100-0 P1005-0 P1012-0 P1019-0 P1022-0 P1033-0 P1036-0 P1037-0 P1051-0 P106-0 P1078-0 P1118-0 P1137-0 P1151-0 P1157-0 P1166-0 P1169-0 P1207-0 P1238-0 P1244-0 P1286-0 P1296-0 P136-0 P166-0 P169-0 P22-0 P238-0 P25-0 P257-0 P258-0 P262-0 P267-0 P281-0 P282-0 P292-0 P293-0 P314-0 P327-0 P388-0 P41-0 P425-0 P426-0 P438-0 P473-0 P503-0 P506-0 P521-0 P525-0 P533-0 P536-0 P542-0 P544-0 P566-0 P570-0 P581-0 P62-0 P621-0 P634-0 P656-0 P670-0 P68-0 P681-0 P682-0 P714-0 P723-0 P725-0 P731-0 P743-0 P750-0 P771-0 P784-0 P789-0 P790-0 P796-0 P804-0 P812-0 P813-0 P829-0 P83-0 P847-0 P869-0 P894-0 P902-0 P906-0 P951-0,TP53->-PIK3CA 0->-TP53
