trajectory,input graphs
0,P1044-0:P1059-1:P1279-0:P204-0:P250-1:P308-1:P36-0:P521-1:P536-0:P773-0:P813-0:P853-0:P863-0:P882-0:P894-0:P90-0:P939-0
