trajectory,input graphs
0,P1238-0:P1244-0:P1286-0:P1296-0:P136-0:P166-0:P169-0:P22-0:P238-0:P25-0:P257-0:P258-0:P262-0:P267-0:P281-0:P282-0:P292-0:P293-0:P314-0:P327-0:P388-0:P41-0:P425-0:P426-0:P438-0:P473-0:P503-0:P506-0:P521-0:P525-0:P533-0:P536-0:P542-0:P544-0:P566-0:P570-0:P581-0:P62-0:P621-0:P634-0:P656-0:P670-0:P68-0:P681-0:P682-0:P714-0:P723-0:P725-0:P731-0:P743-0
