resample,min_pval_exp,min_pval_theta
0,2.414773e-03,1.000000e+00
1,6.677866e-04,1.000000e+00
2,3.045934e-03,1.000000e+00
3,1.294424e-03,1.000000e+00
4,7.659912e-03,1.000000e+00
5,1.653907e-03,1.000000e+00
6,2.451632e-03,1.000000e+00
7,9.289267e-04,1.000000e+00
8,3.877528e-03,1.000000e+00
9,2.269595e-03,1.000000e+00
10,3.070138e-03,1.000000e+00
11,8.466749e-03,1.000000e+00
12,4.286090e-03,1.000000e+00
13,4.373657e-03,1.000000e+00
14,3.121844e-03,1.000000e+00
15,3.192351e-04,1.000000e+00
16,6.677866e-04,1.000000e+00
17,4.332186e-03,1.000000e+00
18,2.143347e-05,1.000000e+00
19,8.801020e-04,1.000000e+00
20,3.002844e-03,1.000000e+00
21,1.447493e-04,1.000000e+00
22,7.549967e-04,1.000000e+00
23,4.601276e-04,1.000000e+00
24,4.533091e-03,1.000000e+00
25,1.466837e-03,1.000000e+00
26,1.370370e-03,1.000000e+00
27,4.706101e-04,1.000000e+00
28,6.835937e-05,1.000000e+00
29,1.450567e-03,1.000000e+00
30,1.074086e-03,1.000000e+00
31,5.129303e-04,1.000000e+00
32,8.848422e-03,1.000000e+00
33,3.453619e-03,1.000000e+00
34,1.433065e-03,1.000000e+00
35,2.397960e-03,1.000000e+00
36,7.349851e-03,1.000000e+00
37,5.069421e-04,1.000000e+00
38,4.606131e-04,1.000000e+00
39,4.655809e-03,1.000000e+00
40,1.200274e-03,1.000000e+00
41,2.835648e-03,1.000000e+00
42,3.645833e-03,1.000000e+00
43,4.791216e-04,1.000000e+00
44,3.874201e-03,1.000000e+00
45,2.997282e-03,1.000000e+00
46,3.577211e-03,1.000000e+00
47,1.937624e-03,1.000000e+00
48,4.387626e-03,1.000000e+00
49,5.368995e-03,1.000000e+00
50,3.569461e-04,1.000000e+00
51,3.021357e-04,1.000000e+00
52,6.779427e-03,1.000000e+00
53,1.252735e-03,1.000000e+00
54,3.059387e-04,1.000000e+00
55,1.192711e-03,1.000000e+00
56,3.974454e-04,1.000000e+00
57,3.306411e-03,1.000000e+00
58,4.874580e-04,1.000000e+00
59,3.883406e-03,1.000000e+00
60,7.495784e-03,1.000000e+00
61,4.832092e-04,1.000000e+00
62,6.761364e-03,1.000000e+00
63,4.569593e-03,1.000000e+00
64,2.157102e-03,1.000000e+00
65,6.073146e-03,1.000000e+00
66,3.690339e-03,1.000000e+00
67,8.398437e-03,1.000000e+00
68,4.325810e-04,1.000000e+00
69,3.611164e-04,1.000000e+00
70,1.939465e-03,1.000000e+00
71,7.018324e-03,1.000000e+00
72,5.372111e-05,1.000000e+00
73,1.539860e-03,1.000000e+00
74,2.269595e-03,1.000000e+00
75,2.580209e-03,1.000000e+00
76,3.070138e-03,1.000000e+00
77,7.884739e-04,1.000000e+00
78,7.549967e-04,1.000000e+00
79,3.906250e-03,1.000000e+00
80,6.766664e-03,1.000000e+00
81,6.779427e-03,1.000000e+00
82,2.307222e-03,1.000000e+00
83,3.453619e-03,1.000000e+00
84,7.549967e-04,1.000000e+00
85,1.259158e-03,1.000000e+00
86,2.471040e-03,1.000000e+00
87,5.553697e-04,1.000000e+00
88,3.255208e-03,1.000000e+00
89,2.861358e-03,1.000000e+00
90,3.801206e-03,1.000000e+00
91,2.561249e-03,1.000000e+00
92,2.044315e-03,1.000000e+00
93,1.502404e-03,1.000000e+00
94,6.644376e-04,1.000000e+00
95,1.627650e-04,1.000000e+00
96,4.019777e-04,1.000000e+00
97,3.617211e-03,1.000000e+00
98,4.348843e-03,1.000000e+00
99,3.617211e-03,1.000000e+00
100,2.380672e-03,1.000000e+00
101,2.262551e-03,1.000000e+00
102,3.577211e-03,1.000000e+00
103,2.362465e-03,1.000000e+00
104,7.025894e-03,1.000000e+00
105,1.539860e-03,1.000000e+00
106,1.285053e-03,1.000000e+00
107,1.633588e-03,1.000000e+00
108,2.063325e-03,1.000000e+00
109,1.062154e-03,1.000000e+00
110,1.298863e-03,1.000000e+00
111,1.506283e-02,1.000000e+00
112,1.222861e-03,1.000000e+00
113,2.881072e-03,1.000000e+00
114,1.639960e-03,1.000000e+00
115,5.580357e-03,1.000000e+00
116,3.628027e-03,1.000000e+00
117,2.062546e-03,1.000000e+00
118,3.577211e-03,1.000000e+00
119,4.882175e-04,1.000000e+00
120,1.961020e-03,1.000000e+00
121,2.497943e-03,1.000000e+00
122,5.018707e-03,1.000000e+00
123,2.497943e-03,1.000000e+00
124,1.395998e-02,1.000000e+00
125,3.472222e-03,1.000000e+00
126,6.213450e-03,1.000000e+00
127,1.502404e-03,1.000000e+00
128,6.247176e-03,1.000000e+00
129,1.215841e-03,1.000000e+00
130,6.562500e-03,1.000000e+00
131,6.022000e-04,1.000000e+00
132,5.511596e-03,1.000000e+00
133,7.291667e-03,1.000000e+00
134,3.249269e-03,1.000000e+00
135,6.335633e-03,1.000000e+00
136,5.983926e-04,1.000000e+00
137,1.175986e-03,1.000000e+00
138,1.639960e-03,1.000000e+00
139,1.439468e-03,1.000000e+00
140,1.175986e-03,1.000000e+00
141,7.549967e-04,1.000000e+00
142,4.947232e-03,1.000000e+00
143,3.801206e-03,1.000000e+00
144,1.639960e-03,1.000000e+00
145,7.112556e-03,1.000000e+00
146,3.645833e-03,1.000000e+00
147,1.717864e-03,1.000000e+00
148,1.252735e-03,1.000000e+00
149,1.252735e-03,1.000000e+00
150,8.421084e-04,1.000000e+00
151,2.039891e-03,1.000000e+00
152,3.247936e-03,1.000000e+00
153,6.178670e-04,1.000000e+00
