trajectory,pattern,n_genes,is_total_order,s_exp,n_patients,pval,wy_threshold,mined_by_multimastro,seeds_hit,seeds_hit_ids,mined_in_seeds,mined_in_seeds_ids,bl_min_pval,bl_min_pval_seed,bl_min_pval_seed_threshold,bl_s_exp_at_that_seed
CDH1 < KMT2C,CDH1->-KMT2C,2,yes,23.500000,24,1.357584e-04,1.346901e-04,yes,4,2;3;4;7,10,0;1;2;3;4;5;6;7;8;9,1.019126e-04,7,1.742079e-04,24.000000
