resample,min_pval_exp,min_pval_theta
0,6.944444e-05,1.000000e+00
1,5.310458e-04,1.000000e+00
2,1.732174e-04,1.000000e+00
3,5.787037e-04,1.000000e+00
4,6.809484e-05,1.000000e+00
5,3.998667e-04,1.000000e+00
6,3.674331e-04,1.000000e+00
7,7.233796e-05,1.000000e+00
8,6.944444e-05,1.000000e+00
9,6.944444e-05,1.000000e+00
10,3.705432e-04,1.000000e+00
11,2.445471e-04,1.000000e+00
12,4.728013e-05,1.000000e+00
13,1.578283e-04,1.000000e+00
14,4.960317e-04,1.000000e+00
15,3.183763e-04,1.000000e+00
16,2.667243e-04,1.000000e+00
17,5.686737e-05,1.000000e+00
18,2.143347e-05,1.000000e+00
19,3.880929e-04,1.000000e+00
20,1.794041e-05,1.000000e+00
21,2.896297e-04,1.000000e+00
22,3.230465e-04,1.000000e+00
23,6.944444e-05,1.000000e+00
24,4.026436e-04,1.000000e+00
25,2.540284e-04,1.000000e+00
26,1.293690e-06,1.000000e+00
27,3.998667e-04,1.000000e+00
28,6.028164e-05,1.000000e+00
29,4.114085e-04,1.000000e+00
30,1.417234e-04,1.000000e+00
31,2.759197e-04,1.000000e+00
32,2.785409e-04,1.000000e+00
33,2.960498e-05,1.000000e+00
34,5.372888e-04,1.000000e+00
35,4.133598e-04,1.000000e+00
36,2.502770e-04,1.000000e+00
37,2.445471e-04,1.000000e+00
38,3.772076e-04,1.000000e+00
39,1.578283e-04,1.000000e+00
40,2.445471e-04,1.000000e+00
41,6.944444e-05,1.000000e+00
42,5.372888e-04,1.000000e+00
43,2.431528e-05,1.000000e+00
44,5.372888e-04,1.000000e+00
45,4.822531e-04,1.000000e+00
46,6.944444e-05,1.000000e+00
47,6.944444e-05,1.000000e+00
48,1.949786e-04,1.000000e+00
49,3.879818e-04,1.000000e+00
50,2.342372e-04,1.000000e+00
51,2.216672e-04,1.000000e+00
52,3.912029e-04,1.000000e+00
53,6.944444e-05,1.000000e+00
54,2.566528e-04,1.000000e+00
55,2.445471e-04,1.000000e+00
56,3.845385e-04,1.000000e+00
57,8.680556e-05,1.000000e+00
58,3.230465e-04,1.000000e+00
59,3.578026e-04,1.000000e+00
60,1.869658e-04,1.000000e+00
61,3.842053e-04,1.000000e+00
62,2.948052e-05,1.000000e+00
63,3.899476e-04,1.000000e+00
64,2.704987e-04,1.000000e+00
65,6.944444e-05,1.000000e+00
66,1.653439e-04,1.000000e+00
67,3.947714e-04,1.000000e+00
68,1.869658e-04,1.000000e+00
69,6.944444e-05,1.000000e+00
70,7.233796e-05,1.000000e+00
71,2.574053e-04,1.000000e+00
72,2.083333e-04,1.000000e+00
73,4.085691e-05,1.000000e+00
74,3.441038e-04,1.000000e+00
75,4.351883e-04,1.000000e+00
76,1.869658e-04,1.000000e+00
77,2.704987e-04,1.000000e+00
78,3.565478e-04,1.000000e+00
79,1.490655e-05,1.000000e+00
80,4.876810e-05,1.000000e+00
81,3.665445e-04,1.000000e+00
