trajectory,input graphs
0,P1000-0:P1021-0:P1042-0:P1079-0:P1122-0:P1135-1:P1169-0:P1186-0:P1198-1:P1277-0:P145-0:P153-1:P160-1:P170-1:P187-0:P229-1:P240-0:P245-0:P307-0:P363-0:P364-0:P37-0:P378-0:P467-1:P511-0:P604-1:P611-0:P717-0:P72-0:P745-0:P78-0:P781-1:P817-1:P896-1:P959-0:P971-0
