rank,pvalue,fdr_theta
1,2.552279e-06,0.000000
2,1.526252e-04,0.010750
3,2.034329e-04,0.008667
4,3.535561e-04,0.018500
5,7.263091e-04,0.065600
6,7.515532e-04,0.056250
7,7.689744e-04,0.049786
8,1.275170e-03,0.085375
9,1.445578e-03,0.085333
10,2.486351e-03,0.111600
11,2.691768e-03,0.114136
12,2.953813e-03,0.118125
13,3.030303e-03,0.113346
14,4.908620e-03,0.172179
15,5.285191e-03,0.183167
16,6.410256e-03,0.212250
17,6.740036e-03,0.207735
18,7.078831e-03,0.207083
19,7.897652e-03,0.225500
20,8.290404e-03,0.228800
21,9.080427e-03,0.246786
22,9.145182e-03,0.238136
23,9.157509e-03,0.231304
24,9.245516e-03,0.226375
25,9.254808e-03,0.217840
26,9.343434e-03,0.218750
27,9.977324e-03,0.224315
28,1.058201e-02,0.233089
29,1.100824e-02,0.239362
30,1.182105e-02,0.249783
31,1.190476e-02,0.245161
32,1.291017e-02,0.258906
33,1.335941e-02,0.262773
34,1.343101e-02,0.256956
35,1.346154e-02,0.253571
36,1.388889e-02,0.260861
37,1.429492e-02,0.259946
38,1.504274e-02,0.268434
39,1.527179e-02,0.266897
40,1.538462e-02,0.268637
41,1.644282e-02,0.284220
42,1.696970e-02,0.287857
43,1.748252e-02,0.294372
44,1.785714e-02,0.296648
45,1.796344e-02,0.291689
46,1.809211e-02,0.291457
47,1.818182e-02,0.287766
48,1.819066e-02,0.282104
49,1.844156e-02,0.277050
50,1.844156e-02,0.277050
51,1.920996e-02,0.287078
52,1.948056e-02,0.289269
53,1.991342e-02,0.290896
54,2.000000e-02,0.284064
55,2.000000e-02,0.284064
56,2.126984e-02,0.302179
57,2.194140e-02,0.310158
58,2.239994e-02,0.313190
59,2.429752e-02,0.331771
60,2.442434e-02,0.327708
61,2.447552e-02,0.327066
62,2.448980e-02,0.324210
63,2.500000e-02,0.329611
64,2.512472e-02,0.328813
65,2.532895e-02,0.326062
66,2.586638e-02,0.331621
67,2.588644e-02,0.327455
68,2.592593e-02,0.324066
69,2.721088e-02,0.332821
70,2.721088e-02,0.332821
71,2.797203e-02,0.344415
72,2.829254e-02,0.342021
73,3.030303e-02,0.359130
74,3.116945e-02,0.362236
75,3.125000e-02,0.361153
76,3.146853e-02,0.358651
77,3.256579e-02,0.358370
78,3.285812e-02,0.356071
79,3.325198e-02,0.354601
80,3.363396e-02,0.356556
81,3.407959e-02,0.361031
82,3.438244e-02,0.360470
83,3.571429e-02,0.367717
84,3.655259e-02,0.369077
85,3.863636e-02,0.383982
86,3.872054e-02,0.381477
87,3.927071e-02,0.379552
88,3.968254e-02,0.377511
89,4.000000e-02,0.379640
90,4.017082e-02,0.375683
