resample,min_pval_exp,min_pval_theta
0,6.611570e-03,6.611570e-03
1,5.183457e-04,5.183457e-04
2,1.355104e-03,1.355104e-03
3,1.144640e-03,1.144640e-03
4,3.282432e-04,3.282432e-04
5,2.999614e-03,2.999614e-03
6,1.080247e-04,1.080247e-04
7,5.639146e-04,5.639146e-04
8,3.235866e-03,3.235866e-03
9,4.978355e-04,4.978355e-04
10,5.194805e-03,5.194805e-03
11,5.550006e-04,5.550006e-04
12,1.375893e-03,1.375893e-03
13,1.690483e-03,2.221630e-03
14,5.194805e-03,5.194805e-03
15,7.527271e-03,7.527271e-03
16,2.511871e-03,2.511871e-03
17,4.242424e-03,4.242424e-03
18,2.742819e-03,2.742819e-03
19,4.618827e-04,4.618827e-04
20,1.839827e-03,1.839827e-03
21,1.070358e-03,1.070358e-03
22,1.070358e-03,1.070358e-03
23,4.982466e-04,4.982466e-04
24,1.666111e-03,1.666111e-03
25,7.369615e-03,9.080427e-03
26,2.705628e-04,2.705628e-04
27,1.070358e-03,1.070358e-03
28,1.059547e-03,1.059547e-03
29,1.924139e-03,1.924139e-03
30,9.564510e-04,9.564510e-04
31,9.990010e-04,9.990010e-04
32,3.588547e-03,3.588547e-03
33,1.962323e-03,1.962323e-03
34,1.495726e-03,1.495726e-03
35,1.629819e-03,1.629819e-03
36,7.727273e-03,7.727273e-03
37,3.229693e-03,3.229693e-03
38,5.178353e-04,5.178353e-04
39,1.311189e-03,1.311189e-03
40,4.816576e-03,4.816576e-03
41,2.597403e-04,2.597403e-04
42,2.498454e-03,2.498454e-03
43,5.523577e-04,5.523577e-04
44,4.357585e-04,4.357585e-04
45,3.111472e-03,3.111472e-03
46,1.070358e-03,1.070358e-03
47,1.163681e-03,1.163681e-03
48,6.357279e-05,6.357279e-05
49,1.803752e-03,1.803752e-03
50,1.818182e-03,1.818182e-03
51,3.030303e-03,3.030303e-03
52,1.147741e-03,1.147741e-03
53,1.230769e-03,1.230769e-03
54,5.456057e-04,5.456057e-04
55,1.818182e-03,1.818182e-03
56,3.847202e-03,3.847202e-03
57,6.831793e-04,6.831793e-04
58,3.531956e-04,3.531956e-04
59,5.197184e-04,5.197184e-04
60,1.193756e-03,1.193756e-03
61,6.590632e-04,6.590632e-04
62,1.060606e-03,1.060606e-03
63,8.063979e-03,8.063979e-03
64,1.308216e-03,1.308216e-03
65,4.535147e-03,4.535147e-03
66,1.221815e-03,1.221815e-03
67,5.357143e-03,5.357143e-03
68,6.261649e-04,6.261649e-04
69,7.530823e-03,7.530823e-03
70,9.451395e-04,9.451395e-04
71,1.344329e-03,1.344329e-03
72,5.236350e-04,5.236350e-04
73,4.643141e-03,4.643141e-03
74,1.070358e-03,1.070358e-03
75,6.111111e-03,6.111111e-03
76,7.215007e-04,7.215007e-04
77,6.862745e-04,6.862745e-04
78,2.777778e-03,2.777778e-03
79,1.924139e-03,1.924139e-03
80,5.988680e-04,5.988680e-04
81,4.859685e-03,4.859685e-03
82,4.522302e-03,4.522302e-03
83,3.282432e-04,3.282432e-04
84,2.913770e-03,2.913770e-03
85,7.017544e-03,7.017544e-03
86,3.531956e-04,3.531956e-04
87,5.523577e-04,5.523577e-04
88,2.498454e-03,2.498454e-03
89,2.272727e-03,2.272727e-03
90,3.087860e-03,3.087860e-03
91,3.574566e-03,3.574566e-03
92,3.467594e-03,3.467594e-03
93,5.232862e-04,5.232862e-04
94,3.270539e-04,3.270539e-04
95,9.259259e-04,9.259259e-04
96,1.048951e-03,1.048951e-03
97,6.698044e-03,8.333333e-03
98,3.009986e-03,3.009986e-03
99,5.247335e-03,5.247335e-03
100,3.544273e-03,3.544273e-03
101,3.282432e-04,3.282432e-04
102,1.308216e-03,1.308216e-03
103,7.197601e-03,7.197601e-03
104,3.111472e-03,3.111472e-03
105,2.665797e-03,2.665071e-03
106,8.031511e-03,8.031511e-03
107,1.950673e-03,1.950673e-03
108,4.277795e-04,4.277795e-04
109,6.664445e-04,6.664445e-04
110,9.194045e-04,9.194045e-04
111,2.777778e-03,2.777778e-03
112,1.311189e-03,1.311189e-03
113,4.535147e-03,4.535147e-03
114,1.254856e-03,6.404506e-03
115,7.386815e-04,7.386815e-04
116,1.206130e-03,1.206130e-03
117,2.356902e-03,2.356902e-03
118,2.296437e-03,2.296437e-03
119,5.163114e-04,5.163114e-04
120,1.050537e-04,1.050537e-04
121,9.259259e-04,9.259259e-04
122,1.393815e-04,1.393815e-04
123,4.367419e-03,5.160080e-03
124,2.388481e-03,2.388481e-03
125,1.193756e-03,1.193756e-03
126,3.488575e-04,3.488575e-04
127,4.153422e-03,4.153422e-03
128,1.106301e-03,1.106301e-03
129,2.947735e-03,2.947735e-03
130,1.396825e-03,1.396825e-03
131,1.080226e-03,1.080226e-03
132,9.324009e-04,9.324009e-04
133,3.216125e-03,4.318182e-03
134,1.059547e-03,1.059547e-03
135,3.282432e-04,3.282432e-04
136,4.578755e-04,4.578755e-04
137,5.178353e-04,5.178353e-04
138,1.147741e-03,1.147741e-03
139,1.286765e-03,1.286765e-03
140,5.077673e-04,5.077673e-04
141,2.335859e-03,2.335859e-03
142,5.141143e-04,5.141143e-04
143,4.142683e-04,4.142683e-04
144,1.193756e-03,1.193756e-03
145,4.626164e-04,4.626164e-04
146,3.282432e-04,3.282432e-04
147,2.097902e-03,2.097902e-03
148,7.817907e-04,7.817907e-04
149,2.469136e-03,2.469136e-03
150,5.435882e-03,6.741343e-03
151,5.189255e-03,5.189255e-03
152,1.174135e-03,1.174135e-03
153,7.660329e-03,7.660329e-03
154,3.282432e-04,3.282432e-04
155,7.660329e-03,7.660329e-03
156,3.345588e-03,3.345588e-03
157,3.623920e-03,3.623920e-03
158,7.689744e-04,7.689744e-04
159,3.178428e-03,3.178428e-03
160,2.522478e-03,2.522478e-03
161,9.564510e-04,9.564510e-04
162,1.958359e-03,1.958359e-03
163,6.862745e-04,6.862745e-04
164,3.460385e-03,3.460385e-03
165,3.401361e-03,3.401361e-03
166,2.272727e-03,2.272727e-03
167,5.550006e-04,5.550006e-04
168,2.698734e-03,2.698734e-03
169,3.681756e-04,3.681756e-04
170,4.625808e-03,4.625808e-03
171,6.582112e-06,6.582112e-06
172,4.626164e-04,4.626164e-04
173,3.665445e-04,3.665445e-04
174,6.536283e-04,6.536283e-04
175,2.553483e-03,2.553483e-03
176,4.753624e-03,5.759985e-03
177,6.261649e-04,6.261649e-04
178,7.048932e-04,7.048932e-04
179,5.429426e-04,5.429426e-04
180,2.594628e-03,2.594628e-03
181,1.263393e-03,1.263393e-03
182,2.262779e-03,2.262779e-03
183,3.729604e-03,3.729604e-03
184,2.747253e-03,2.747253e-03
185,8.333333e-03,8.333333e-03
186,3.665112e-04,3.665112e-04
187,2.498454e-03,2.498454e-03
188,3.110074e-03,3.110074e-03
189,1.311189e-03,1.311189e-03
190,2.231102e-03,2.231102e-03
191,3.052503e-03,3.052503e-03
192,5.497148e-04,5.497148e-04
193,3.355919e-03,3.355919e-03
194,2.685506e-03,2.653701e-03
195,1.412729e-04,1.412729e-04
196,1.286765e-03,1.286765e-03
197,2.221630e-03,2.221630e-03
198,3.229693e-03,3.229693e-03
199,1.313905e-03,1.313905e-03
200,3.465378e-04,3.465378e-04
201,4.812574e-03,4.812574e-03
202,4.370338e-03,4.370338e-03
203,1.059547e-03,1.059547e-03
204,4.788880e-03,4.788880e-03
205,2.232143e-03,2.232143e-03
206,1.267963e-03,1.267963e-03
207,2.415861e-03,2.415861e-03
208,5.208333e-03,5.208333e-03
209,8.198151e-04,8.198151e-04
210,5.523577e-04,5.523577e-04
211,4.242424e-03,4.242424e-03
212,1.032556e-03,1.032556e-03
213,9.693738e-04,9.693738e-04
214,2.272727e-03,2.272727e-03
215,1.736111e-03,1.736111e-03
216,9.811617e-05,9.811617e-05
217,3.729604e-03,3.729604e-03
218,2.643563e-03,2.643563e-03
219,2.121212e-03,2.121212e-03
220,4.142683e-04,4.142683e-04
