rank,pvalue,fdr_exp
1,1.233699e-11,0.000000
2,2.998681e-06,0.000250
3,3.740182e-06,0.000167
4,4.607757e-06,0.000250
5,1.186795e-05,0.000500
6,1.842987e-05,0.000500
7,3.420455e-05,0.001500
8,3.459605e-05,0.001313
9,4.868222e-05,0.001667
10,6.147204e-05,0.001800
11,6.400275e-05,0.001727
12,6.956477e-05,0.001833
13,6.962128e-05,0.001692
14,6.964939e-05,0.001571
15,6.987847e-05,0.001467
16,1.502647e-04,0.003000
17,1.701969e-04,0.003147
18,1.783080e-04,0.003333
19,1.796344e-04,0.003158
20,2.411934e-04,0.004100
21,2.441406e-04,0.003929
22,2.848865e-04,0.004318
23,3.180365e-04,0.004630
24,3.204925e-04,0.004604
25,3.450441e-04,0.004900
26,4.242041e-04,0.005885
27,4.648001e-04,0.006444
28,4.811119e-04,0.006357
29,5.091027e-04,0.006431
30,5.362676e-04,0.006333
31,8.454853e-04,0.009484
32,8.618040e-04,0.009422
33,9.029762e-04,0.009621
34,9.789738e-04,0.009985
35,1.013056e-03,0.010286
36,1.101577e-03,0.010875
37,1.128472e-03,0.010932
38,1.385417e-03,0.012526
39,1.427603e-03,0.012603
40,1.447457e-03,0.012375
41,1.590891e-03,0.013780
42,1.713522e-03,0.014155
43,1.718090e-03,0.014000
44,1.750859e-03,0.014011
45,2.110043e-03,0.016956
46,2.157188e-03,0.017087
47,2.339699e-03,0.018074
48,2.784146e-03,0.022333
49,2.793271e-03,0.021898
50,3.050742e-03,0.023480
51,3.142538e-03,0.023696
52,3.181899e-03,0.023587
53,3.465932e-03,0.026217
54,3.670073e-03,0.027435
55,3.869048e-03,0.029136
56,3.949907e-03,0.029866
57,3.995869e-03,0.030009
58,4.133598e-03,0.030681
59,4.346183e-03,0.030771
60,4.665169e-03,0.032717
61,4.696678e-03,0.032582
62,4.753787e-03,0.032750
63,4.840673e-03,0.032889
64,5.593303e-03,0.037555
65,5.828889e-03,0.038731
66,6.250000e-03,0.041561
67,6.332799e-03,0.041828
68,6.337746e-03,0.041375
69,6.414474e-03,0.041229
70,6.414474e-03,0.041229
71,6.457364e-03,0.040951
72,6.987847e-03,0.043028
73,7.619048e-03,0.046397
74,7.668943e-03,0.046311
75,7.812500e-03,0.048413
76,8.246528e-03,0.050033
77,8.341667e-03,0.050156
78,8.444444e-03,0.049994
79,8.555556e-03,0.049563
80,8.556548e-03,0.049131
81,8.588289e-03,0.049340
82,8.829176e-03,0.049939
83,8.846889e-03,0.049982
84,8.950062e-03,0.050030
85,9.210859e-03,0.050994
86,9.370606e-03,0.051070
87,9.735450e-03,0.051724
88,1.080392e-02,0.055443
89,1.132985e-02,0.056494
90,1.227714e-02,0.061094
91,1.246258e-02,0.061714
92,1.262442e-02,0.062951
93,1.263088e-02,0.062511
94,1.263203e-02,0.062064
95,1.285087e-02,0.064179
96,1.303855e-02,0.065474
97,1.328656e-02,0.067253
98,1.328895e-02,0.066837
99,1.344841e-02,0.066636
100,1.354680e-02,0.066535
101,1.388889e-02,0.067129
102,1.405193e-02,0.067975
103,1.445023e-02,0.068714
104,1.467454e-02,0.069048
105,1.510101e-02,0.069286
106,1.510949e-02,0.068835
107,1.547619e-02,0.071621
108,1.562500e-02,0.074403
109,1.587883e-02,0.075037
110,1.663534e-02,0.079845
111,1.685648e-02,0.080324
112,1.755126e-02,0.083714
113,1.761364e-02,0.083898
114,1.796272e-02,0.085561
115,1.806240e-02,0.085413
116,1.831733e-02,0.085944
117,1.861782e-02,0.086415
118,1.893619e-02,0.087280
119,1.910220e-02,0.087147
120,1.961538e-02,0.089188
121,1.962545e-02,0.089302
122,1.983601e-02,0.088955
123,1.996528e-02,0.088565
124,1.996987e-02,0.088145
