rank,pvalue,fdr_theta
1,4.937239e-06,0.000000
2,5.274430e-06,0.000000
3,6.426710e-06,0.000000
4,1.091260e-04,0.002000
5,2.061855e-04,0.002800
6,2.441406e-04,0.002917
7,3.052904e-04,0.004214
8,3.332223e-04,0.003938
9,3.335309e-04,0.003500
10,3.338921e-04,0.003150
11,3.360807e-04,0.002864
12,3.368418e-04,0.002625
13,3.370675e-04,0.002423
14,3.421877e-04,0.002250
15,3.440510e-04,0.002300
16,3.486680e-04,0.002219
17,3.621421e-04,0.002206
18,3.899471e-04,0.002389
19,3.900937e-04,0.002263
20,4.041632e-04,0.002475
21,4.338714e-04,0.002738
22,4.549695e-04,0.003000
23,4.682935e-04,0.003065
24,4.762650e-04,0.003000
25,5.008290e-04,0.003120
26,5.209638e-04,0.003135
27,5.522691e-04,0.003352
28,5.628665e-04,0.003571
29,5.639676e-04,0.003448
30,5.643365e-04,0.003333
31,5.688474e-04,0.003290
32,5.736845e-04,0.003281
33,5.890100e-04,0.003394
34,5.928449e-04,0.003338
35,5.977741e-04,0.003257
36,6.520246e-04,0.003667
37,7.275132e-04,0.004568
38,7.438724e-04,0.004645
39,8.346142e-04,0.005064
40,9.455568e-04,0.005913
41,9.950969e-04,0.006171
42,1.169731e-03,0.006905
43,1.230573e-03,0.007233
44,1.278485e-03,0.007420
45,1.337352e-03,0.007756
46,1.419216e-03,0.008141
47,1.590253e-03,0.009702
48,1.618269e-03,0.009677
49,1.669839e-03,0.009980
50,1.672655e-03,0.009780
51,1.717149e-03,0.009980
52,1.804293e-03,0.010375
53,1.950065e-03,0.011245
54,2.132123e-03,0.012722
55,2.137453e-03,0.012527
56,2.142679e-03,0.012330
57,2.244103e-03,0.013193
58,2.287023e-03,0.013267
59,2.310882e-03,0.013161
60,2.347252e-03,0.013242
61,2.499704e-03,0.013852
62,2.537441e-03,0.013855
63,2.584050e-03,0.014310
64,2.608831e-03,0.014305
65,2.624458e-03,0.014462
66,2.687625e-03,0.014621
67,2.696663e-03,0.014440
68,2.742790e-03,0.014441
69,2.771857e-03,0.014514
70,2.867154e-03,0.014750
71,3.009579e-03,0.015423
72,3.158480e-03,0.016090
73,3.211818e-03,0.016507
74,3.318294e-03,0.016973
75,3.508230e-03,0.017587
76,3.646625e-03,0.018257
77,3.979328e-03,0.020026
78,4.208883e-03,0.021269
79,4.328377e-03,0.021728
80,5.131720e-03,0.025381
81,5.173276e-03,0.025420
82,5.271614e-03,0.026012
83,5.282738e-03,0.025843
84,5.537142e-03,0.026994
85,5.612114e-03,0.027035
86,5.693935e-03,0.026994
87,5.955071e-03,0.028247
88,6.105587e-03,0.028563
89,6.345300e-03,0.029483
90,6.480741e-03,0.029689
91,6.740462e-03,0.030484
92,6.831344e-03,0.030571
93,7.257195e-03,0.032769
94,8.005673e-03,0.036532
95,8.018476e-03,0.036189
96,8.327048e-03,0.037005
97,8.893195e-03,0.038954
98,9.152577e-03,0.039689
99,9.222671e-03,0.040197
100,9.532315e-03,0.042015
101,9.612281e-03,0.042158
102,1.015684e-02,0.044544
103,1.090591e-02,0.046985
104,1.091719e-02,0.046606
105,1.123028e-02,0.048024
106,1.178913e-02,0.050863
107,1.205848e-02,0.051939
108,1.220096e-02,0.051972
109,1.227679e-02,0.052000
110,1.230188e-02,0.051591
111,1.287071e-02,0.053523
112,1.293778e-02,0.053263
113,1.334304e-02,0.054301
114,1.347065e-02,0.054474
115,1.388889e-02,0.055870
116,1.390989e-02,0.055427
117,1.403756e-02,0.055726
118,1.479282e-02,0.057208
119,1.481750e-02,0.056786
120,1.502220e-02,0.057142
121,1.546463e-02,0.059012
122,1.562500e-02,0.060697
123,1.597642e-02,0.061553
124,1.619204e-02,0.062520
125,1.636741e-02,0.062556
126,1.646257e-02,0.062476
127,1.661946e-02,0.062575
128,1.662965e-02,0.062113
129,1.672483e-02,0.062260
130,1.679675e-02,0.062188
131,1.749631e-02,0.065080
132,1.763972e-02,0.065220
133,1.791802e-02,0.066053
134,1.948864e-02,0.071172
135,1.958569e-02,0.071085
136,1.965580e-02,0.070643
137,1.969344e-02,0.070179
138,2.045757e-02,0.070946
139,2.069927e-02,0.071241
140,2.083333e-02,0.071729
141,2.147201e-02,0.072936
142,2.201968e-02,0.076275
143,2.322917e-02,0.081640
144,2.341434e-02,0.081646
145,2.354076e-02,0.081717
146,2.416884e-02,0.083932
147,2.432175e-02,0.083735
148,2.509241e-02,0.084936
149,2.528325e-02,0.085430
150,2.632392e-02,0.087147
151,2.636140e-02,0.086606
152,2.688746e-02,0.088438
153,2.701931e-02,0.088033
154,2.722222e-02,0.088422
155,2.745606e-02,0.088219
156,2.784469e-02,0.089397
157,2.833280e-02,0.090182
158,2.854081e-02,0.090120
159,2.952545e-02,0.091660
160,2.988289e-02,0.091659
161,3.020312e-02,0.091565
162,3.026557e-02,0.091086
163,3.113678e-02,0.093840
164,3.125000e-02,0.095300
165,3.125000e-02,0.095300
166,3.132959e-02,0.094952
167,3.174228e-02,0.096228
168,3.210495e-02,0.096991
169,3.227392e-02,0.097411
170,3.293988e-02,0.099224
171,3.384861e-02,0.101456
172,3.387184e-02,0.100956
173,3.416940e-02,0.101211
174,3.459826e-02,0.101787
175,3.465976e-02,0.101303
176,3.522645e-02,0.102676
177,3.566891e-02,0.103319
178,3.702415e-02,0.106312
179,3.739166e-02,0.106492
180,3.874568e-02,0.108661
181,3.889509e-02,0.108655
182,3.903103e-02,0.108220
183,3.954581e-02,0.108891
184,3.954581e-02,0.108891
185,4.004459e-02,0.109495
186,4.070058e-02,0.110540
187,4.214683e-02,0.113832
188,4.271051e-02,0.115255
189,4.297147e-02,0.115648
190,4.409696e-02,0.117355
191,4.512829e-02,0.118853
192,4.515588e-02,0.118294
193,4.627348e-02,0.120049
194,4.632237e-02,0.119825
195,4.652778e-02,0.120049
196,4.740811e-02,0.122339
197,4.896368e-02,0.124655
198,4.961601e-02,0.125533
199,5.118729e-02,0.127683
200,5.119541e-02,0.127075
201,5.214091e-02,0.129015
202,5.244874e-02,0.129072
203,5.342432e-02,0.131852
204,5.803695e-02,0.138130
205,5.859936e-02,0.139137
206,5.949492e-02,0.140536
207,6.096541e-02,0.143585
208,6.170386e-02,0.144899
209,6.265446e-02,0.146715
210,6.307106e-02,0.146810
211,6.553959e-02,0.150839
212,6.588272e-02,0.150724
213,6.994759e-02,0.155146
214,7.119457e-02,0.156713
215,7.414215e-02,0.162505
216,7.735618e-02,0.165336
217,7.889288e-02,0.170002
218,7.894206e-02,0.169275
219,7.987473e-02,0.169374
220,8.223838e-02,0.174130
221,8.237492e-02,0.174260
222,8.265772e-02,0.174550
223,8.426339e-02,0.176464
224,8.574383e-02,0.177449
225,8.608008e-02,0.176962
226,8.715422e-02,0.177440
227,8.738233e-02,0.177022
228,8.879456e-02,0.179509
229,8.903885e-02,0.179852
230,8.921552e-02,0.179389
231,9.077381e-02,0.181303
232,9.430833e-02,0.187741
233,9.494307e-02,0.187852
234,9.528873e-02,0.187500
235,1.064491e-01,0.202385
236,1.093944e-01,0.210229
237,1.133072e-01,0.219308
238,1.136640e-01,0.219349
239,1.194577e-01,0.226303
240,1.204160e-01,0.226687
241,1.217149e-01,0.227645
242,1.238511e-01,0.231659
243,1.261393e-01,0.238920
244,1.262211e-01,0.238148
245,1.268096e-01,0.238424
246,1.314484e-01,0.245585
247,1.326536e-01,0.246496
248,1.423026e-01,0.260244
249,1.441192e-01,0.264066
250,1.444931e-01,0.263664
251,1.468750e-01,0.267245
252,1.543758e-01,0.275304
253,1.571592e-01,0.277136
254,1.592173e-01,0.278626
255,1.686388e-01,0.290100
256,1.703537e-01,0.291131
257,1.734266e-01,0.294088
258,1.747591e-01,0.296574
259,1.763448e-01,0.298467
260,1.872547e-01,0.309313
261,1.875000e-01,0.309460
262,1.875000e-01,0.309460
263,1.893042e-01,0.309762
264,1.896045e-01,0.308909
265,1.920001e-01,0.311383
266,1.937759e-01,0.313148
267,1.954374e-01,0.315878
268,2.037213e-01,0.325248
269,2.053016e-01,0.326329
270,2.076074e-01,0.329648
271,2.112595e-01,0.333600
272,2.115819e-01,0.332748
273,2.268278e-01,0.346073
274,2.272740e-01,0.345062
275,2.292993e-01,0.347662
276,2.320571e-01,0.351161
277,2.357977e-01,0.356776
278,2.385332e-01,0.360933
279,2.541414e-01,0.374267
280,2.592214e-01,0.381095
281,2.604117e-01,0.381708
282,2.633996e-01,0.383860
283,2.715326e-01,0.389251
284,2.873765e-01,0.401692
285,2.908939e-01,0.403795
286,2.963001e-01,0.408783
287,3.034038e-01,0.416239
288,3.111037e-01,0.422644
289,3.193359e-01,0.432965
290,3.277023e-01,0.442667
291,3.338314e-01,0.446746
292,3.481438e-01,0.457281
293,3.619172e-01,0.475969
294,3.632812e-01,0.477401
295,3.637357e-01,0.476310
296,3.648301e-01,0.475851
297,3.675928e-01,0.480157
298,3.744978e-01,0.485497
299,3.908665e-01,0.499386
300,3.955862e-01,0.504428
301,4.165609e-01,0.515963
302,4.498698e-01,0.548781
303,4.804411e-01,0.570021
304,4.872297e-01,0.573967
305,4.872412e-01,0.572118
306,4.873439e-01,0.570335
307,5.019017e-01,0.579371
308,5.039228e-01,0.578169
309,5.069048e-01,0.578650
310,5.073881e-01,0.577142
311,5.124955e-01,0.579942
312,5.150319e-01,0.579729
313,5.177085e-01,0.579532
314,5.188098e-01,0.580643
315,5.474264e-01,0.602043
316,5.596228e-01,0.612046
317,5.685271e-01,0.618049
318,5.757661e-01,0.620764
319,5.917301e-01,0.627082
320,6.138434e-01,0.640783
321,6.185215e-01,0.642776
322,6.441748e-01,0.660553
323,6.611809e-01,0.668347
324,6.616159e-01,0.666423
325,6.754059e-01,0.674620
326,6.960733e-01,0.685724
327,7.236280e-01,0.697950
328,7.268152e-01,0.698168
329,7.381617e-01,0.707441
330,7.760884e-01,0.724332
331,7.947244e-01,0.729042
332,7.982140e-01,0.727416
333,8.047200e-01,0.731080
334,8.323422e-01,0.748307
335,8.451862e-01,0.752087
336,8.592867e-01,0.757961
337,8.662915e-01,0.759056
338,8.898908e-01,0.765543
339,9.079802e-01,0.771167
340,9.160194e-01,0.773435
341,9.208995e-01,0.773673
342,9.357533e-01,0.777665
343,9.410692e-01,0.778519
344,9.537199e-01,0.781094
345,9.542701e-01,0.779290
346,9.642656e-01,0.781725
347,9.656459e-01,0.780130
348,9.661481e-01,0.778631
349,9.744103e-01,0.778887
350,9.764007e-01,0.777904
351,9.772924e-01,0.776184
352,9.785023e-01,0.774146
353,9.789317e-01,0.772254
354,9.843701e-01,0.771979
