trajectory,input graphs
0,P1024-1:P1112-1:P12-0:P1203-0:P127-1:P1308-1:P151-1:P211-1:P215-1:P249-1:P254-1:P308-1:P39-1:P503-1:P528-1:P562-1:P601-1:P61-1:P656-1:P677-0:P711-1:P730-1:P742-1:P747-1:P784-1:P898-1:P928-1:P937-0:P972-0:P976-1
