resample,min_pval_exp,min_pval_theta
0,2.560084e-03,4.988802e-03
1,3.436428e-03,7.946208e-03
2,3.045934e-03,3.704456e-03
3,7.997462e-04,1.192576e-03
4,4.910714e-03,6.250000e-03
5,7.770494e-04,3.383990e-03
6,1.576237e-03,3.761947e-03
7,6.117082e-04,1.299739e-03
8,7.668839e-04,1.084336e-03
9,7.223054e-04,5.449836e-04
10,2.718084e-03,2.716502e-03
11,5.480865e-03,1.324985e-02
12,2.106305e-03,5.224620e-03
13,2.339742e-03,1.384521e-03
14,2.225719e-03,2.467754e-03
15,6.368582e-04,6.649816e-04
16,7.303771e-04,8.580602e-04
17,2.243838e-03,5.423221e-03
18,1.714678e-05,2.612842e-05
19,5.291152e-04,1.256519e-03
20,3.826684e-03,3.957740e-03
21,3.908025e-04,4.800102e-04
22,6.773794e-04,1.131912e-03
23,4.593827e-04,1.249307e-03
24,2.183095e-03,1.200213e-03
25,1.343380e-03,1.991524e-03
26,1.869784e-03,4.126984e-03
27,4.486437e-04,7.445673e-04
28,3.710965e-04,1.514289e-03
29,1.234522e-03,1.341629e-03
30,6.020424e-04,6.260981e-04
31,6.353793e-04,2.399217e-03
32,1.795366e-03,6.175781e-03
33,6.026392e-03,7.423313e-03
34,1.436509e-03,2.807790e-03
35,2.020825e-03,2.409975e-03
36,5.865055e-03,5.604527e-03
37,7.510357e-04,9.567284e-04
38,3.569997e-04,4.243836e-04
39,2.491813e-03,4.000942e-03
40,7.498605e-03,7.335672e-03
41,1.528168e-03,2.358580e-03
42,4.755822e-03,3.827363e-03
43,7.194490e-04,9.317096e-04
44,4.166667e-03,4.695442e-03
45,1.526589e-03,4.166632e-03
46,2.271128e-03,4.281356e-03
47,1.419839e-03,1.964547e-03
48,3.327015e-03,3.442772e-03
49,1.318342e-03,1.394400e-03
50,4.760694e-04,8.537920e-04
51,1.096781e-03,3.009259e-03
52,1.119939e-03,1.241746e-03
53,1.110546e-03,1.283798e-03
54,1.840973e-04,3.082085e-04
55,1.669418e-03,4.198425e-03
56,3.906250e-04,6.301500e-04
57,2.608706e-03,4.608792e-03
58,1.201640e-03,1.569681e-03
59,1.306538e-03,8.256663e-03
60,2.525825e-03,2.895753e-03
61,3.788180e-03,9.436020e-04
62,6.546875e-03,1.099228e-02
63,1.260394e-03,2.942326e-03
64,2.158804e-03,3.530463e-03
65,2.420713e-03,2.931676e-03
66,1.249200e-03,1.295654e-03
67,3.264407e-03,2.665778e-03
68,9.155457e-04,1.635862e-03
69,8.022089e-04,1.257451e-03
70,2.055182e-03,3.963607e-03
71,2.171453e-03,1.138443e-03
72,4.105351e-04,4.851558e-04
73,7.735660e-04,1.227512e-03
74,2.963579e-03,8.937073e-03
75,1.632973e-03,4.872532e-03
76,1.118953e-03,1.042182e-03
77,2.862758e-04,7.243967e-04
78,1.148533e-03,1.247188e-03
79,1.543174e-03,2.217712e-03
80,1.349367e-03,1.273242e-03
81,5.910067e-03,9.663446e-03
82,8.307352e-04,9.112098e-04
83,1.709895e-03,9.984970e-04
84,6.344600e-04,8.203319e-04
85,4.441823e-04,6.108809e-04
86,2.203419e-03,3.720228e-03
87,1.202649e-03,1.399496e-03
88,2.956814e-03,3.255208e-03
89,1.491980e-03,1.704888e-03
90,2.154589e-03,4.142296e-03
91,8.866712e-04,1.404387e-03
92,4.044527e-03,4.206839e-03
93,1.338216e-03,1.876040e-03
94,6.644376e-04,6.644376e-04
95,1.386804e-04,1.950851e-04
96,2.200878e-04,7.500996e-04
97,6.201291e-03,6.206029e-03
98,4.910714e-03,4.134344e-03
99,3.912256e-03,6.150574e-03
100,1.266678e-03,3.923171e-03
101,1.541846e-03,2.844429e-03
102,1.799913e-03,4.232702e-03
103,4.136900e-03,3.366516e-03
104,9.799868e-04,1.474364e-03
105,3.276806e-03,1.259768e-03
106,8.608242e-04,9.014630e-04
107,6.939755e-04,3.761896e-03
108,1.383742e-03,2.588708e-03
109,6.284429e-04,1.792253e-03
110,1.521003e-03,2.746435e-03
111,4.773122e-03,1.596202e-03
112,1.991397e-03,2.184209e-03
113,1.613305e-03,2.868127e-03
114,1.511346e-03,2.380324e-03
115,2.808175e-03,4.653560e-03
116,2.370043e-03,3.556106e-03
117,1.409047e-03,7.811777e-04
118,2.401938e-03,4.160097e-03
119,6.975022e-04,1.076067e-03
120,1.619597e-03,1.332240e-03
121,1.079781e-03,4.341220e-03
122,5.741460e-03,7.042547e-03
123,8.961465e-04,1.123732e-03
124,3.808489e-03,6.062071e-03
125,2.480159e-03,2.354509e-03
126,5.449722e-03,3.876086e-03
127,1.607301e-03,1.848606e-03
128,1.487389e-03,3.449173e-03
129,1.436917e-03,1.964547e-03
130,3.407279e-03,4.166667e-03
131,5.332341e-04,1.397156e-03
132,3.744410e-03,6.861136e-03
133,2.343750e-03,5.045573e-03
134,4.150561e-03,8.080986e-04
135,1.453520e-03,1.757812e-03
136,7.307410e-04,9.096677e-04
137,5.572474e-04,1.257451e-03
138,8.518474e-04,4.025379e-04
139,1.682950e-03,6.532768e-04
140,9.490482e-04,6.644376e-04
141,9.031561e-04,1.121481e-03
142,2.137133e-03,2.539688e-03
143,2.824980e-03,4.134187e-03
144,1.402426e-03,1.742111e-03
145,3.397613e-03,4.217029e-03
146,2.005208e-03,7.812500e-03
147,1.005713e-03,2.728697e-03
148,1.210007e-03,1.265529e-03
149,1.326815e-03,1.276061e-03
150,1.188622e-03,1.186617e-03
151,1.131678e-03,1.694319e-03
152,2.447696e-03,2.475801e-03
153,5.579683e-04,7.542169e-04
154,1.237503e-03,4.304121e-04
155,6.457994e-04,1.115181e-03
156,2.848531e-03,3.457181e-03
157,8.079028e-04,1.709534e-03
158,3.214963e-05,3.736431e-05
159,3.888384e-03,2.490287e-03
160,1.682084e-03,1.953555e-03
161,4.222520e-03,6.510417e-03
162,3.569309e-03,1.394063e-03
163,1.328074e-03,1.297623e-03
164,3.451756e-03,2.147557e-03
165,1.385434e-03,2.409975e-03
166,3.253207e-03,2.290347e-03
167,2.030459e-03,3.025143e-03
168,2.345737e-03,3.202603e-03
169,1.880787e-03,6.510417e-03
170,4.613095e-03,5.573663e-03
171,1.736191e-03,4.728432e-03
172,1.011343e-03,5.449836e-04
173,2.111152e-03,4.299505e-03
174,9.668174e-04,2.673132e-03
175,1.669874e-03,4.166667e-03
176,2.477236e-03,3.550085e-03
177,1.663196e-03,2.493440e-03
178,2.956721e-03,1.000228e-03
179,2.861695e-03,2.030431e-03
180,2.814515e-03,5.095428e-04
181,2.455397e-03,5.431630e-03
182,1.483785e-03,2.676041e-03
183,7.241925e-04,3.120962e-03
184,1.463454e-03,2.529866e-03
185,2.100440e-03,3.883066e-03
186,4.769273e-03,6.534005e-03
187,8.059222e-04,1.837292e-03
188,1.482530e-03,3.355834e-03
189,2.273493e-03,2.033053e-03
190,1.529820e-03,1.398050e-03
191,3.407279e-03,4.166667e-03
192,5.076536e-03,1.093651e-03
193,3.858775e-04,4.475935e-04
194,5.833038e-04,1.120660e-03
195,1.234069e-03,6.021323e-04
196,1.606002e-03,4.964027e-03
197,4.433571e-03,8.593750e-03
198,1.819889e-03,9.298679e-04
199,2.084825e-03,2.084825e-03
200,4.069364e-04,4.616120e-04
201,2.023555e-03,2.567311e-03
202,3.524837e-03,3.959361e-03
203,3.491814e-03,4.682954e-03
204,6.045283e-04,7.601967e-04
205,1.224041e-03,9.298679e-04
206,1.686251e-03,6.661139e-03
207,2.706094e-03,2.666052e-03
208,4.601582e-03,7.646793e-03
209,1.242486e-03,1.357434e-03
210,2.336119e-03,3.863324e-03
211,1.094085e-03,1.680008e-03
212,3.956645e-04,4.884980e-04
213,1.139412e-03,1.545408e-03
214,3.679363e-03,5.358167e-03
215,6.101947e-04,6.553094e-04
216,2.329940e-03,5.548119e-03
217,4.264256e-04,6.181136e-04
218,9.836790e-04,2.147138e-03
219,2.340502e-03,4.964874e-03
220,2.122990e-03,2.910488e-03
221,1.691025e-03,2.616257e-03
222,3.909157e-03,6.373808e-03
223,4.799838e-04,6.981820e-04
224,4.154885e-04,4.682330e-04
225,2.101655e-03,4.166667e-03
226,7.307410e-04,9.096677e-04
227,3.053590e-04,3.471039e-04
228,3.324235e-04,9.096677e-04
229,2.608706e-03,4.608792e-03
230,2.039294e-03,2.039294e-03
231,4.037264e-03,3.761947e-03
232,4.206947e-03,7.812500e-03
233,2.998101e-03,3.173828e-03
234,4.603035e-04,4.616120e-04
235,6.261047e-03,6.140492e-03
236,1.436671e-03,1.311728e-04
237,2.740499e-03,3.894375e-03
